,STATE,AVGGIFT
3333,WI,7.0
3334,AR,13.7
3335,GA,6.529411765
3336,KS,6.689655172
3337,WI,6.083333333
3338,AL,12.66666667
3339,IL,10.63636364
3340,AL,8.92
3341,NC,10.0
3342,NM,14.0
3343,AZ,11.33333333
3344,MO,7.388888889
3345,MI,25.33333333
3346,CA,5.428571429
3347,IN,23.27272727
3348,AZ,25.0
3349,OR,20.0
3350,FL,13.0
3351,MI,15.0
3352,MI,15.0
3353,TN,7.8
3354,CA,10.0
3355,OR,11.16666667
3356,MN,12.5
3357,CO,12.5
3358,IN,19.16666667
3359,IN,16.25
3360,FL,13.3
3361,AZ,15.0
3362,CA,12.5
3363,LA,9.666666667
3364,IL,11.33333333
3365,CA,23.33333333
3366,WA,15.0
3367,NM,13.0
3368,GA,13.0
3369,FL,13.0
3370,CO,36.66666667
3371,NM,8.333333333
3372,MN,15.0
3373,CA,8.0
3374,MO,7.666666667
3375,CA,16.0
3376,CA,15.0
3377,TX,11.07692308
3378,CA,15.0
3379,WI,15.0
3380,TX,13.7
3381,NC,10.5
3382,CO,10.9
3383,MN,8.333333333
3384,CA,10.66666667
3385,MI,9.083333333
3386,NC,16.33333333
3387,TX,12.5
3388,TX,16.66666667
3389,IL,16.08695652
3390,MI,8.25
3391,NC,12.33333333
3392,FL,10.0
3393,IA,7.285714286
3394,IN,8.857142857
3395,MN,15.0
3396,CO,10.15384615
3397,TN,13.0
3398,CA,15.0
3399,OK,9.375
3400,CA,16.84615385
3401,IL,11.46153846
3402,CA,10.64285714
3403,MN,2.329545455
3404,TX,7.75
3405,CA,13.81818182
3406,MI,7.875
3407,MN,18.0
3408,FL,20.0
3409,CA,4.285714286
3410,MO,11.11764706
3411,FL,8.2
3412,MO,13.0
3413,NC,8.2
3414,FL,26.0
3415,CA,15.1
3416,SC,8.666666667
3417,SD,5.153846154
3418,WA,15.0
3419,WA,11.90909091
3420,FL,6.307692308
3421,OR,9.272727273
3422,TX,5.68
3423,MN,2.538461539
3424,CA,36.33333333
3425,MI,23.33333333
3426,FL,10.0
3427,OK,16.66666667
3428,AZ,10.0
3429,LA,20.0
3430,WA,14.5
3431,IL,18.27272727
3432,CO,11.16666667
3433,CA,12.58333333
3434,MT,10.14285714
3435,CA,11.66666667
3436,CA,41.0
3437,FL,9.857142857
3438,AL,20.0
3439,CA,8.3
3440,MO,5.909090909
3441,WA,2.96969697
3442,CA,8.4
3443,CA,7.857142857
3444,IN,8.666666667
3445,ND,11.96153846
3446,MO,15.125
3447,IA,25.0
3448,FL,14.8
3449,MI,20.0
3450,IL,8.909090909
3451,IN,18.61692308
3452,WA,7.0
3453,GA,11.5
3454,OR,13.0
3455,FL,15.66666667
3456,MI,10.0
3457,CA,4.954545455
3458,GA,15.0
3459,OK,9.625
3460,MI,10.29411765
3461,OK,13.7
3462,TX,5.263157895
3463,MO,10.83333333
3464,IN,9.869565217
3465,MO,3.166666667
3466,TX,12.5
3467,TX,8.0
3468,WI,11.25
3469,CA,17.25
3470,WA,28.28571429
3471,OR,11.4
3472,IN,9.777777778
3473,OK,8.5
3474,TN,12.15384615
3475,TN,20.0
3476,ND,8.727272727
3477,SC,7.25
3478,CA,13.4
3479,FL,11.44444444
3480,TN,15.0
3481,AZ,15.0
3482,CA,25.0
3483,MN,22.5
3484,WI,11.0
3485,KS,8.333333333
3486,IN,9.875
3487,GA,7.1875
3488,NC,11.53333333
3489,CA,23.75
3490,IL,10.5
3491,CA,11.55555556
3492,AZ,15.0
3493,CA,10.2
3494,CA,15.11111111
3495,MO,10.14285714
3496,FL,24.45454546
3497,CA,14.33333333
3498,SC,11.57142857
3499,OR,8.183673469
3500,OK,12.5
3501,KS,8.875
3502,NY,20.0
3503,MI,8.517241379
3504,MO,6.055555556
3505,WI,9.882352941
3506,TX,14.5
3507,CO,25.0
3508,MS,15.0
3509,NE,8.631578947
3510,ND,15.0
3511,MN,13.73333333
3512,FL,15.0
3513,CA,9.088235294
3514,FL,7.333333333
3515,FL,3.80952381
3516,NY,10.5
3517,KY,5.857142857
3518,GA,23.0
3519,FL,55.0
3520,KY,6.111111111
3521,CO,6.533333333
3522,CA,9.666666667
3523,NM,9.428571429
3524,TX,21.0
3525,TX,20.33333333
3526,NM,20.0
3527,IN,13.33333333
3528,CA,12.5
3529,CA,30.0
3530,TX,20.0
3531,FL,11.16666667
3532,IN,15.625
3533,WA,5.5625
3534,CA,13.0
3535,FL,6.090909091
3536,KS,10.66666667
3537,CO,20.0
3538,NV,15.0
3539,CA,15.0
3540,MS,20.0
3541,IA,10.28
3542,SC,16.36363636
3543,CA,20.0
3544,AZ,11.85714286
3545,NE,8.416666667
3546,WA,16.66666667
3547,KS,6.0
3548,CA,25.0
3549,WA,14.1
3550,CA,13.81818182
3551,CA,24.0
3552,MI,6.222222222
3553,FL,10.22222222
3554,OR,10.0
3555,CA,4.857142857
3556,LA,15.0
3557,CA,10.0
3558,CA,20.0
3559,FL,10.16666667
3560,AZ,6.52173913
3561,NM,19.0
3562,TN,5.117647059
3563,TN,13.2
3564,TX,9.4375
3565,NC,14.72727273
3566,CA,22.94444444
3567,MI,25.0
3568,NC,9.5
3569,FL,13.90909091
3570,KS,8.333333333
3571,CA,7.291666667
3572,CA,7.857142857
3573,AL,8.923076923
3574,NC,14.0
3575,NM,14.7
3576,TX,22.5
3577,FL,5.923076923
3578,AZ,4.2
3579,AK,20.0
3580,IN,10.66666667
3581,CA,11.1
3582,WI,6.571428571
3583,CA,12.2
3584,TN,25.0
3585,IN,9.383333333
3586,MI,15.0
3587,GA,13.4375
3588,CO,25.66666667
3589,IN,7.461538462
3590,FL,4.866666667
3591,SD,6.375
3592,MS,8.285714286
3593,CA,20.0
3594,WA,12.14285714
3595,CA,11.66666667
3596,MI,33.0
3597,FL,14.71428571
3598,WI,8.0
3599,CA,21.66666667
3600,AL,9.0
3601,NV,15.0
3602,SC,9.888888889
3603,CO,15.0
3604,FL,10.0
3605,IL,6.384615385
3606,CA,50.0
3607,FL,11.0
3608,FL,9.307692308
3609,SC,11.4
3610,MT,6.695652174
3611,NC,7.285714286
3612,CA,10.0
3613,SC,13.52
3614,IL,10.6
3615,CO,7.5
3616,CA,13.0
3617,IL,9.5
3618,TX,20.0
3619,AL,25.0
3620,SC,13.33333333
3621,WA,13.2
3622,FL,20.16666667
3623,MI,3.454545455
3624,GA,14.16666667
3625,CA,8.52631579
3626,NM,15.0
3627,SC,9.222222222
3628,WA,7.25
3629,TX,10.0
3630,IL,10.25
3631,MN,24.22222222
3632,NV,20.0
3633,MI,8.428571429
3634,TX,10.5
3635,IL,2.452830189
3636,CA,33.33333333
3637,FL,34.0
3638,CA,2.77631579
3639,CA,10.44444444
3640,NE,16.82352941
3641,CA,15.5
3642,MS,5.0
3643,WA,6.714285714
3644,MI,6.347826087
3645,IL,16.66666667
3646,OR,25.0
3647,FL,8.333333333
3648,NE,25.0
3649,MO,9.794871795
3650,MO,8.111111111
3651,NC,5.75
3652,GA,6.333333333
3653,NC,13.0
3654,CO,8.25
3655,CA,30.0
3656,NC,5.333333333
3657,CA,9.666666667
3658,NM,8.75
3659,AR,53.33333333
3660,CA,5.25
3661,CA,13.22222222
3662,GA,13.0
3663,WA,15.16666667
3664,FL,15.0
3665,MN,5.466666667
3666,NC,9.818181818
3667,TX,5.666666667
3668,AR,15.0
3669,WI,5.132075472
3670,ID,3.289473684
3671,AL,9.6
3672,NV,12.0
3673,MN,6.4
3674,TX,11.75
3675,CA,10.0
3676,NC,12.4
3677,FL,12.42857143
3678,IL,13.18181818
3679,NE,6.095238095
3680,TX,12.22222222
3681,IL,25.0
3682,TX,11.5
3683,CA,17.16666667
3684,AR,4.875
3685,MI,3.7
3686,KY,5.975
3687,CA,11.0
3688,FL,4.846153846
3689,LA,10.75
3690,TX,7.166666667
3691,TX,11.66666667
3692,CA,10.33333333
3693,CA,10.625
3694,FL,39.0
3695,KY,16.375
3696,CA,8.8
3697,IN,20.0
3698,WI,6.272727273
3699,CA,17.5
3700,MI,3.304347826
3701,FL,12.5
3702,KS,6.6
3703,SC,13.0
3704,AK,15.0
3705,CA,13.25
3706,CA,42.6
3707,CA,20.0
3708,TX,10.0
3709,CA,16.5
3710,IL,6.470588235
3711,NM,2.605263158
3712,IL,11.9
3713,NC,8.0
3714,NC,8.857142857
3715,TX,12.625
3716,KS,6.571428571
3717,MI,9.583333333
3718,CA,11.25
3719,FL,36.0
3720,NV,13.6
3721,CO,23.33333333
3722,NC,20.0
3723,MO,6.333333333
3724,IL,12.5
3725,MI,12.75
3726,WA,25.66666667
3727,WA,13.66666667
3728,WA,4.615384615
3729,CA,4.454545455
3730,FL,11.16666667
3731,LA,8.375
3732,MN,7.854166667
3733,KS,12.75
3734,AR,12.5
3735,NC,7.0
3736,WI,13.33333333
3737,FL,7.375
3738,FL,9.0
3739,MT,20.0
3740,IL,11.0
3741,GA,27.5
3742,CA,16.8
3743,NE,20.0
3744,MO,7.285714286
3745,CA,13.33333333
3746,IL,5.133333333
3747,CA,4.230769231
3748,TX,18.63636364
3749,FL,9.142857143
3750,IN,18.4
3751,IN,7.52631579
3752,FL,16.66666667
3753,IL,8.230769231
3754,IL,22.7
3755,WY,9.352941177
3756,TN,10.0
3757,CA,14.13333333
3758,FL,25.33333333
3759,CA,10.0
3760,CA,18.76
3761,CA,6.3125
3762,CO,20.22222222
3763,MT,24.0
3764,AZ,3.119333333
3765,MN,20.0
3766,CA,5.428571429
3767,IL,20.0
3768,CA,13.0
3769,MN,16.76470588
3770,WA,25.0
3771,CA,20.0
3772,IL,12.0
3773,CA,16.14285714
3774,IL,25.0
3775,CA,10.23076923
3776,CA,12.33333333
3777,NM,10.0
3778,TN,22.2
3779,IA,15.0
3780,IL,10.0
3781,GA,7.333333333
3782,CA,59.0
3783,AZ,15.0
3784,CA,13.48387097
3785,CA,15.0
3786,CA,7.0
3787,MO,16.0
3788,MO,9.0
3789,LA,7.714285714
3790,FL,14.16666667
3791,KY,12.33333333
3792,FL,13.0
3793,SC,7.5
3794,IN,20.0
3795,IL,6.375
3796,CA,12.5
3797,CA,10.4
3798,NM,12.4
3799,OR,16.66666667
3800,WI,14.0
3801,FL,17.5
3802,TX,16.6
3803,OR,13.0
3804,AZ,12.13333333
3805,NV,12.44444444
3806,NC,20.0
3807,CA,25.0
3808,MT,50.0
3809,CA,4.444444444
3810,IL,8.0
3811,CA,14.4
3812,WA,24.14285714
3813,TX,20.0
3814,TX,7.444444444
3815,AZ,11.0
3816,IN,14.0
3817,MI,8.714285714
3818,GA,7.571428571
3819,WY,5.615384615
3820,OK,10.6
3821,NM,8.454545455
3822,SC,20.71428571
3823,KY,6.956521739
3824,OK,7.0
3825,GA,6.714285714
3826,OR,4.571428571
3827,CA,17.66666667
3828,FL,5.32
3829,WI,4.125
3830,CA,31.66666667
3831,UT,16.0
3832,TX,8.9375
3833,CA,4.333333333
3834,IL,20.68181818
3835,WA,11.5
3836,AL,13.0
3837,AK,15.0
3838,FL,9.666666667
3839,IL,7.266666667
3840,GA,12.4
3841,CA,13.0
3842,MI,4.24137931
3843,NC,20.0
3844,MI,10.0
3845,WA,12.625
3846,IN,5.545454545
3847,OK,21.125
3848,SC,8.909090909
3849,NV,8.75
3850,CA,10.0
3851,LA,9.8
3852,KY,8.2
3853,TX,18.46153846
3854,WA,11.4
3855,CA,20.0
3856,GA,11.7
3857,CA,20.0
3858,WA,20.0
3859,IA,12.33333333
3860,MN,9.0
3861,NV,13.0
3862,AR,15.8
3863,FL,8.0
3864,CA,5.111111111
3865,FL,10.125
3866,CA,4.310606061
3867,MT,15.0
3868,OR,15.33333333
3869,MI,15.0
3870,CA,7.0625
3871,IL,18.28571429
3872,MS,15.0
3873,FL,28.75
3874,CA,15.0
3875,FL,11.8
3876,WA,5.647058824
3877,OK,25.0
3878,AZ,12.0
3879,CA,10.28571429
3880,IL,20.0
3881,FL,9.315789474
3882,MS,10.625
3883,CA,20.0
3884,IN,22.29411765
3885,TX,7.642857143
3886,CA,9.111111111
3887,MO,7.272727273
3888,KS,22.14285714
3889,AZ,12.5
3890,IL,9.970588235
3891,TX,10.05882353
3892,WA,12.4
3893,MO,11.33333333
3894,AL,23.0
3895,CA,20.0
3896,MS,15.99705882
3897,KS,12.55555556
3898,TX,8.111111111
3899,OR,8.0
3900,TX,20.0
3901,AZ,12.11111111
3902,MI,7.307692308
3903,CA,10.5
3904,MO,17.33333333
3905,TN,17.5
3906,CA,26.8
3907,NM,11.33333333
3908,MI,20.0
3909,NC,17.125
3910,IN,20.0
3911,CA,4.785714286
3912,WI,8.285714286
3913,KS,12.5
3914,AZ,7.571428571
3915,CA,25.0
3916,ID,12.63636364
3917,IL,22.8
3918,CA,20.0
3919,FL,12.5
3920,NV,3.409090909
3921,IL,15.0
3922,CO,15.0
3923,FL,16.66666667
3924,NC,9.230769231
3925,AL,17.5
3926,TX,25.0
3927,MI,9.65
3928,TX,5.1
3929,FL,4.916666667
3930,CA,15.0
3931,MN,5.625
3932,IL,3.514285714
3933,IL,6.0
3934,FL,8.4375
3935,NE,10.8
3936,IL,10.0
3937,CA,10.45454546
3938,WI,15.66666667
3939,TN,11.0
3940,MN,5.47368421
3941,CA,5.076923077
3942,MI,20.0
3943,MN,7.166666667
3944,FL,20.0
3945,CA,18.61538462
3946,TX,6.111111111
3947,TN,13.0
3948,CA,10.0
3949,FL,6.466666667
3950,MN,20.0
3951,KS,2.205882353
3952,CA,18.5
3953,FL,8.0
3954,CA,10.33333333
3955,CO,8.625
3956,KY,9.0
3957,CA,1.574324324
3958,WA,4.375
3959,CA,10.625
3960,CA,5.666666667
3961,TX,6.333333333
3962,IN,15.0
3963,IL,13.5
3964,MS,12.1
3965,WA,7.7
3966,NC,14.78571429
3967,CA,15.0
3968,CA,11.52
3969,CA,25.0
3970,MS,28.0
3971,MO,15.94444444
3972,CA,8.272727273
3973,LA,22.0
3974,FL,17.5
3975,IN,20.0
3976,AR,13.33333333
3977,MI,6.19047619
3978,FL,7.945945946
3979,MI,15.0
3980,WA,15.0
3981,CA,15.0
3982,MO,8.0
3983,CA,18.30769231
3984,MO,22.28571429
3985,FL,9.0
3986,FL,11.0
3987,WA,15.0
3988,FL,13.2631579
3989,IA,5.84
3990,AL,6.192307692
3991,TN,18.0
3992,CA,12.5
3993,CA,9.875
3994,CO,20.0
3995,NC,15.0
3996,CA,15.5
3997,TX,6.611111111
3998,CA,6.0
3999,CA,12.83333333
4000,WI,10.66666667
4001,MO,16.8
4002,FL,3.933333333
4003,CA,20.57142857
4004,LA,12.4
4005,MO,14.9
4006,AZ,9.333333333
4007,WA,35.0
4008,IN,10.0
4009,NE,25.53333333
4010,TX,9.647058824
4011,TX,12.69767442
4012,CA,12.5
4013,AR,10.5
4014,CA,23.83333333
4015,FL,7.142857143
4016,NV,11.33333333
4017,FL,8.722222222
4018,IN,12.90476191
4019,FL,19.8
4020,KY,12.8
4021,KY,50.0
4022,NC,7.0
4023,MI,14.25
4024,OK,7.333333333
4025,MO,8.5
4026,WA,17.5
4027,OK,5.75
4028,IL,20.0
4029,SC,15.0
4030,NC,32.5
4031,AK,13.4
4032,OR,5.058823529
4033,KY,15.0
4034,GA,14.0
4035,IA,3.113207547
4036,CA,12.8
4037,GA,5.4
4038,WA,8.0
4039,CA,4.666666667
4040,FL,20.0
4041,IL,8.571428571
4042,MI,13.0
4043,CA,20.0
4044,TX,4.5
4045,IL,15.0
4046,IL,26.11111111
4047,MN,7.142857143
4048,FL,15.125
4049,OR,11.66666667
4050,AL,8.8
4051,SC,5.45
4052,MI,14.63636364
4053,TX,11.66666667
4054,MI,8.615384615
4055,TX,7.6
4056,NV,15.0
4057,ID,9.130434783
4058,IL,16.66666667
4059,MN,15.27272727
4060,IL,23.33333333
4061,FL,8.384615385
4062,CO,10.11111111
4063,IN,12.8
4064,NC,12.58333333
4065,CO,13.66666667
4066,ID,12.22222222
4067,FL,11.22222222
4068,CA,29.44444444
4069,WI,15.0
4070,MS,13.33333333
4071,AR,15.5
4072,FL,8.875
4073,MI,13.0
4074,WI,12.41666667
4075,NC,20.0
4076,HI,20.0
4077,AR,4.705882353
4078,WA,7.642857143
4079,TX,8.545454546
4080,AR,16.25
4081,NC,20.0
4082,LA,15.8
4083,MN,23.0
4084,IN,10.5
4085,NC,6.0
4086,SC,22.15384615
4087,CA,9.545454546
4088,CO,11.4
4089,MO,15.0
4090,IA,12.0
4091,IL,22.0
4092,CA,15.0
4093,HI,12.5
4094,KY,13.81818182
4095,TX,8.166666667
4096,CO,15.0
4097,TN,13.42857143
4098,CA,20.0
4099,CA,4.375
4100,MN,13.33333333
4101,NC,9.090909091
4102,AL,6.052631579
4103,MI,7.25
4104,TN,5.533333333
4105,TN,15.0
4106,GA,8.8
4107,AZ,9.4
4108,CA,7.9
4109,CA,16.4
4110,WA,9.3125
4111,TX,10.41666667
4112,NV,12.77777778
4113,WA,7.75
4114,SC,25.0
4115,FL,13.0
4116,FL,5.285714286
4117,AZ,12.5
4118,AL,10.90909091
4119,FL,12.39622642
4120,CA,21.11111111
4121,CA,20.0
4122,NC,10.4
4123,CA,8.25
4124,CA,37.4
4125,CA,84.375
4126,FL,18.9
4127,IN,10.16666667
4128,AL,9.0
4129,MN,6.909090909
4130,IN,10.0
4131,SC,8.25
4132,CA,20.0
4133,WI,6.727272727
4134,TX,3.272727273
4135,NC,15.5
4136,LA,4.8
4137,AL,26.5
4138,ID,13.0
4139,KS,23.0
4140,WA,14.0
4141,FL,8.6
4142,IA,8.2
4143,SC,13.5
4144,KS,13.33333333
4145,OK,5.172413793
4146,CA,10.42857143
4147,FL,11.13333333
4148,NC,41.0
4149,FL,6.428571429
4150,OR,12.5
4151,NC,8.083333333
4152,MO,7.333333333
4153,MI,11.66666667
4154,TN,8.666666667
4155,KY,12.5
4156,TX,9.857142857
4157,FL,8.909090909
4158,NE,28.33333333
4159,MI,18.33333333
4160,MI,10.0
4161,KS,6.8125
4162,MO,11.44444444
4163,SC,15.11111111
4164,SC,7.625
4165,MN,7.486486487
4166,CA,27.72727273
4167,TN,25.0
4168,TX,12.14285714
4169,CA,7.333333333
4170,MI,7.588235294
4171,MI,8.083333333
4172,FL,25.0
4173,SC,8.5
4174,TX,10.4
4175,TX,20.0
4176,TN,15.0
4177,TX,18.83333333
4178,ID,5.0
4179,AZ,10.5
4180,TX,13.66666667
4181,WA,20.41176471
4182,NC,27.54545455
4183,FL,10.09090909
4184,GA,16.5
4185,WI,28.75
4186,CA,25.0
4187,MI,18.33333333
4188,AZ,6.111111111
4189,NV,17.5
4190,TX,10.0
4191,AL,12.31578947
4192,OK,12.14285714
4193,IN,25.0
4194,OK,19.5
4195,UT,8.133333333
4196,OR,12.72727273
4197,SC,15.0
4198,FL,24.16666667
4199,AA,11.75
4200,MI,24.83333333
4201,IL,25.0
4202,CA,16.85714286
4203,IL,20.0
4204,TX,9.833333333
4205,WA,25.0
4206,MI,10.8
4207,TX,10.05714286
4208,WA,6.333333333
4209,FL,4.625
4210,GA,15.75
4211,MI,9.4
4212,IL,20.0
4213,GA,14.23076923
4214,FL,25.0
4215,OK,9.230769231
4216,AZ,10.0
4217,AR,7.5
4218,TX,7.472222222
4219,KY,11.17882353
4220,WI,3.842105263
4221,FL,15.0
4222,IA,12.0
4223,FL,10.0
4224,FL,20.0
4225,FL,9.818181818
4226,NM,7.714285714
4227,WA,13.0
4228,FL,6.5
4229,NC,15.0
4230,IN,10.0
4231,TX,10.0
4232,CO,15.58333333
4233,MO,11.57142857
4234,WI,12.5
4235,AZ,20.25
4236,CA,8.571428571
4237,TX,20.2
4238,AL,3.62962963
4239,TN,14.0
4240,MO,14.33333333
4241,TX,50.0
4242,NM,5.875
4243,FL,7.714285714
4244,WA,5.8
4245,CA,14.0
4246,IL,14.66666667
4247,CA,18.83333333
4248,SC,17.69230769
4249,OK,5.53125
4250,OK,12.6
4251,MI,6.647058824
4252,CA,11.5
4253,MI,10.83333333
4254,GA,15.0
4255,OR,12.22222222
4256,TX,17.8
4257,CA,14.625
4258,FL,5.666666667
4259,FL,9.75
4260,GA,8.615384615
4261,CA,43.0
4262,CA,50.0
4263,AL,4.75
4264,CA,16.0
4265,MO,9.476190476
4266,TN,25.0
4267,IN,20.0
4268,FL,4.0
4269,GA,15.0
4270,CA,15.0
4271,FL,15.0
4272,MI,20.0
4273,CA,15.0
4274,NC,13.77777778
4275,CO,13.0
4276,TN,5.4
4277,CA,12.2
4278,TX,11.20833333
4279,CA,25.0
4280,WA,7.5
4281,GA,18.3
4282,IL,15.0
4283,MS,10.44444444
4284,FL,9.538461539
4285,TX,9.0
4286,MT,11.5
4287,CA,5.2
4288,IN,15.4
4289,OR,9.230769231
4290,WI,6.818181818
4291,CA,6.24137931
4292,IA,11.5
4293,OR,7.333333333
4294,CA,5.5
4295,OR,15.0
4296,TX,10.66666667
4297,CA,15.0
4298,IN,13.2
4299,WI,15.0
4300,HI,20.0
4301,MI,20.0
4302,AL,14.83333333
4303,GA,18.33333333
4304,AZ,11.5
4305,TX,9.428571429
4306,AK,23.0
4307,CA,9.769230769
4308,CA,20.0
4309,OK,25.0
4310,FL,16.0
4311,CA,6.375
4312,FL,21.8
4313,OR,10.71428571
4314,LA,20.0
4315,MN,8.0
4316,WY,8.4
4317,SC,4.454545455
4318,TX,6.733333333
4319,CA,15.0
4320,MI,20.0
4321,IL,23.0
4322,OK,8.142857143
4323,FL,8.875
4324,SD,13.07142857
4325,GA,10.0
4326,AZ,19.0
4327,LA,15.0
4328,MO,17.0
4329,OK,9.5
4330,TX,7.666666667
4331,CA,15.0
4332,CA,13.0
4333,TX,11.45454546
4334,WY,11.28571429
4335,CA,15.0
4336,SD,7.166666667
4337,MS,10.09090909
4338,NC,15.0
4339,IL,6.8
4340,FL,5.166666667
4341,MO,7.555555556
4342,FL,10.15
4343,OK,5.682926829
4344,CA,8.615384615
4345,IL,6.909090909
4346,MO,6.909090909
4347,FL,13.625
4348,CA,15.0
4349,KS,13.0
4350,MN,5.5625
4351,SC,17.14285714
4352,MI,13.0
4353,NV,19.09090909
4354,CA,11.6
4355,CA,23.33333333
4356,IN,9.0
4357,WA,9.6
4358,SC,16.92307692
4359,FL,8.75
4360,GA,8.714285714
4361,FL,11.25
4362,TX,10.22222222
4363,TX,3.625
4364,MI,15.33333333
4365,WY,15.0
4366,TN,16.58333333
4367,WA,10.0
4368,MI,18.0
4369,FL,16.0
4370,GA,37.5
4371,CA,10.33333333
4372,CA,6.722222222
4373,CA,10.66666667
4374,OK,9.345
4375,MI,8.166666667
4376,CA,9.571428571
4377,MI,5.08
4378,CA,22.22222222
4379,GA,20.0
4380,NC,11.66666667
4381,CO,12.78571429
4382,TX,6.727272727
4383,OR,30.0
4384,CA,5.517241379
4385,MN,39.1
4386,CA,103.0
4387,AK,8.857142857
4388,MO,16.66666667
4389,KY,10.23076923
4390,MN,20.0
4391,CA,22.5
4392,TX,20.0
4393,KY,25.83333333
4394,CA,13.0
4395,TX,7.181818182
4396,KS,24.28571429
4397,MI,10.0
4398,SC,6.444444444
4399,NC,9.833333333
4400,TX,10.0
4401,AR,9.052631579
4402,GA,19.75
4403,CA,9.6
4404,MI,15.0
4405,LA,12.3
4406,FL,9.0
4407,MN,6.0
4408,CA,23.0
4409,IL,15.0
4410,FL,10.2
4411,MO,15.0
4412,NC,13.0
4413,MT,10.53846154
4414,ID,23.0
4415,CA,20.0
4416,FL,13.2
4417,CA,5.461538462
4418,CA,19.78571429
4419,CA,21.5
4420,NC,18.66666667
4421,NC,9.375
4422,NV,5.6
4423,TN,10.0
4424,CA,10.33333333
4425,IL,6.833333333
4426,IL,15.75
4427,FL,25.0
4428,CA,15.0
4429,FL,25.0
4430,FL,12.0
4431,GA,10.5625
4432,OK,6.666666667
4433,MN,8.666666667
4434,OR,15.0
4435,IL,11.15384615
4436,AR,25.0
4437,WI,15.875
4438,CA,5.833333333
4439,TX,15.0
4440,MO,6.666666667
4441,KY,20.0
4442,FL,10.875
4443,MI,19.4
4444,CA,20.0
4445,MI,13.09090909
4446,IL,7.444444444
4447,IL,15.0
4448,TX,7.75
4449,CA,10.29166667
4450,CA,31.75
4451,MI,7.0
4452,NC,4.5
4453,TN,6.833333333
4454,MI,10.33333333
4455,AA,3.5
4456,WI,13.6
4457,IN,15.0
4458,OK,7.875
4459,TX,10.33333333
4460,TX,8.714285714
4461,AL,15.0
4462,CA,6.115384615
4463,TX,15.22222222
4464,WI,18.14285714
4465,MT,12.18181818
4466,UT,9.5
4467,FL,8.4
4468,IA,3.394736842
4469,IN,6.188148148
4470,CA,7.466666667
4471,TX,23.0
4472,IL,5.1
4473,NC,8.0
4474,CO,7.214285714
4475,CA,14.57142857
4476,CA,30.0
4477,CA,9.5
4478,WA,20.0
4479,CA,14.5
4480,FL,11.0
4481,MO,2.5
4482,MN,8.6
4483,TX,12.42857143
4484,OR,11.41666667
4485,GA,6.4
4486,KY,5.96875
4487,CA,11.75
4488,NC,6.0
4489,TX,11.83333333
4490,FL,5.882352941
4491,FL,6.8125
4492,UT,14.625
4493,FL,4.705882353
4494,AL,25.0
4495,OK,14.7
4496,TX,5.97826087
4497,OK,2.933333333
4498,IN,9.25
4499,OK,7.333333333
4500,MI,6.764705882
4501,GA,9.0
4502,NC,12.5
4503,IL,12.5
4504,TX,8.1
4505,GA,13.33333333
4506,KS,15.0
4507,IN,9.470588235
4508,TX,10.375
4509,CA,27.66666667
4510,WA,8.875
4511,IL,10.2
4512,IL,17.2
4513,MI,15.0
4514,KY,8.333333333
4515,FL,11.33333333
4516,WI,4.4375
4517,MO,20.0
4518,KS,11.22222222
4519,TN,7.545454545
4520,AZ,23.0
4521,GA,8.923076923
4522,FL,13.09090909
4523,GA,11.0
4524,WA,24.375
4525,CA,15.0
4526,TX,10.25
4527,OR,10.27777778
4528,AL,19.85714286
4529,NM,12.25
4530,IA,25.0
4531,AZ,15.0
4532,ID,20.0
4533,FL,13.33333333
4534,MI,50.0
4535,NC,13.4
4536,MI,7.7
4537,IL,12.5
4538,AZ,17.2
4539,SC,4.153846154
4540,WA,11.22222222
4541,IL,25.0
4542,MI,20.0
4543,AZ,6.4
4544,TX,15.0
4545,MI,7.5
4546,TN,13.6
4547,TN,13.88888889
4548,LA,10.0
4549,NV,5.3
4550,MO,5.294117647
4551,CA,20.0
4552,CA,12.94444444
4553,CA,25.0
4554,CO,7.928571429
4555,FL,28.5
4556,CA,7.5
4557,GA,7.0
4558,KY,17.5
4559,TX,20.0
4560,AR,8.0
4561,TN,4.857142857
4562,CA,25.0
4563,IL,10.65517241
4564,WA,12.5
4565,OR,22.2
4566,WA,10.5
4567,MI,11.0
4568,MN,13.375
4569,CA,14.9375
4570,FL,14.4375
4571,CA,15.0
4572,FL,10.44444444
4573,IL,16.46153846
4574,IN,9.875
4575,IL,13.3125
4576,GA,19.07142857
4577,FL,15.9
4578,TX,15.0
4579,CO,18.75
4580,FL,20.0
4581,NC,10.0
4582,CA,12.0
4583,CA,16.5
4584,OR,4.0
4585,NV,3.684210526
4586,MI,9.666666667
4587,OK,5.545454545
4588,IL,14.0
4589,CA,10.0
4590,AZ,8.8
4591,TN,7.19047619
4592,GA,20.0
4593,TX,7.625
4594,IN,4.0
4595,CA,12.4
4596,CA,23.11111111
4597,NC,16.44444444
4598,WI,13.85714286
4599,GA,11.0
4600,MI,12.42857143
4601,WA,6.833333333
4602,CA,15.0
4603,TX,7.666666667
4604,OK,6.9
4605,FL,12.375
4606,MI,13.75
4607,WY,28.7
4608,SC,12.4
4609,CA,10.0
4610,TX,12.33333333
4611,CA,13.0
4612,CA,10.2
4613,UT,18.33333333
4614,OR,12.75
4615,CA,4.333333333
4616,MI,19.0
4617,TX,12.2
