controln,state,gender,medianhv,ic1,ic4,hvp1,percapita,pobc1,pobc2,ic2,ic3,avggift,tcode,dob,domain,target_d
138590,Arizona,feamale,1094.0,463,543.0,5,16974.0,2,30,486.0,517,12.0,0,5307,S1,30.0
123386,TX,M,386.0,213,327.0,0,10988.0,9,68,287.0,275,17.4,1,4201,R2,22.0
121759,TX,M,1565.0,713,905.0,28,39534.0,1,40,741.0,838,12.4,1,5601,C1,20.0
73534,MI,M,246.0,161,226.0,0,7228.0,0,76,174.0,205,5.1,1,3301,R3,6.0
168423,California,F,3325.0,597,600.0,96,18694.0,29,37,603.0,611,20.0,0,0,U1,25.0
169605,California,,1185.0,338,445.0,3,14193.0,4,65,368.0,402,6.666666667,0,0,C3,7.0
157573,California,,2438.0,540,687.0,84,30429.0,7,39,672.0,588,40.75,0,0,S1,47.0
23706,SC,M,728.0,172,252.0,7,8494.0,1,76,188.0,230,12.5,0,0,R2,15.0
21855,NC,female,824.0,285,356.0,3,13339.0,2,59,305.0,333,20.0,0,0,R2,20.0
148511,California,F,3231.0,339,627.0,92,22508.0,18,39,536.0,444,11.75,0,0,S1,20.0
3579,California,M,3937.0,450,680.0,93,29888.0,12,40,581.0,578,15.33333333,9,6001,T1,18.0
542,WI,male,535.0,192,374.0,2,11878.0,1,81,303.0,263,6.285714286,0,0,T2,10.0
92079,IL,M,1008.0,450,540.0,1,19493.0,8,64,496.0,463,12.30769231,2,1503,S1,15.0
50967,TN,F,848.0,466,527.0,0,21110.0,2,41,488.0,509,10.0,28,2401,S1,15.0
160997,California,M,1158.0,369,386.0,3,11592.0,3,64,398.0,373,5.75,1,0,R2,10.0
121718,TX,M,1139.0,303,633.0,0,19525.0,16,30,566.0,455,17.5,1,2101,C1,30.0
68807,TX,F,3741.0,1376,1183.0,96,57103.0,8,25,1469.0,1157,9.0,28,0,S1,15.0
155045,TX,M,468.0,254,337.0,1,11472.0,5,71,295.0,306,8.0,1,0,R3,10.0
146703,California,,675.0,172,405.0,2,17897.0,12,6,379.0,242,12.5,1,0,C3,15.0
81298,WI,J,533.0,324,348.0,0,12238.0,0,87,336.0,337,9.689655172,1002,4612,C2,10.0
172301,California,M,1486.0,361,528.0,14,17774.0,7,46,406.0,489,12.75,2,2301,U1,23.0
92241,IL,M,1250.0,537,598.0,12,17954.0,5,78,576.0,572,7.619047619,0,3312,C1,20.0
116930,TX,F,3760.0,705,862.0,91,47863.0,2,71,761.0,800,11.9,0,2207,U1,20.0
20338,NC,M,1991.0,478,692.0,50,34641.0,5,25,538.0,615,8.636363636,0,2301,C1,12.5
177113,OR,F,404.0,199,293.0,0,10342.0,1,56,258.0,250,10.0,2,0,R3,14.0
46687,AL,F,413.0,72,246.0,0,7241.0,0,88,306.0,132,5.115384615,0,0,T2,10.0
171137,California,M,2094.0,600,654.0,54,22914.0,3,66,606.0,639,11.46153846,1,2607,T1,14.0
2499,IN,F,818.0,302,444.0,3,15112.0,1,69,397.0,345,5.642857143,0,0,T2,5.0
149644,California,F,3206.0,313,465.0,91,18730.0,17,42,399.0,383,20.0,0,0,U1,20.0
18584,NC,female,671.0,261,346.0,1,13238.0,0,80,325.0,307,10.6,0,2211,C2,12.0
186486,California,F,5045.0,604,797.0,95,42488.0,11,41,663.0,703,5.5,0,0,U1,3.0
148544,California,F,4286.0,811,947.0,95,33614.0,24,41,910.0,883,13.6,2,3908,S1,10.0
17217,NC,M,621.0,300,351.0,0,10470.0,0,86,342.0,299,6.705882353,0,3001,R2,10.0
111833,AR,Female,377.0,173,261.0,0,8169.0,0,75,212.0,225,5.0,2,0,T3,5.0
158245,CA,M,1993.0,442,520.0,49,16427.0,15,53,472.0,484,4.5,0,0,S3,5.0
179776,WA,F,1493.0,248,293.0,11,16982.0,5,54,240.0,317,14.0,2,3102,S1,10.0
165102,CA,M,2973.0,614,721.0,82,30483.0,6,51,674.0,656,25.0,1,2201,S1,25.0
95341,IL,F,1028.0,208,263.0,0,10716.0,1,76,234.0,220,21.09090909,28,0,T2,10.0
166375,CA,F,3373.0,546,752.0,93,32474.0,11,50,670.0,633,7.0,0,2901,S1,11.0
69577,MI,M,973.0,506,571.0,7,17806.0,1,81,521.0,549,7.2,1,6001,R2,8.0
29785,GA,F,505.0,185,276.0,0,9368.0,0,70,236.0,227,12.5,0,2501,C2,15.0
188279,MI,M,524.0,259,353.0,0,12714.0,8,72,296.0,276,8.666666667,1,3501,S2,10.0
150970,CA,F,1851.0,472,563.0,39,17217.0,31,52,531.0,530,20.0,2,4601,U2,20.0
77799,WI,male,923.0,373,497.0,0,16271.0,3,80,481.0,402,6.818181818,0,3703,S1,10.0
90694,IL,F,1401.0,420,508.0,9,17973.0,3,70,474.0,466,19.4,28,1501,U1,30.0
173508,HI,M,3952.0,696,786.0,96,24913.0,8,73,715.0,774,15.0,1,0,S1,25.0
102775,ID,F,1250.0,367,478.0,16,19095.0,3,34,430.0,404,16.45454546,0,0,R2,20.0
117255,TX,F,740.0,388,569.0,7,22630.0,4,64,422.0,487,8.714285714,2,1701,U1,10.0
145392,CA,U,3570.0,471,628.0,91,19152.0,32,45,561.0,561,8.272727273,2,3102,S1,15.0
185052,TX,M,2442.0,641,931.0,75,38212.0,2,48,993.0,764,89.44444444,1,5001,U1,100.0
179423,WA,F,1654.0,305,457.0,29,18438.0,10,40,343.0,377,20.0,0,1501,U1,20.0
6304,KS,M,500.0,272,451.0,0,30968.0,0,35,438.0,381,12.05555556,1,1202,R2,20.0
3631,OR,M,642.0,323,384.0,0,14420.0,3,58,355.0,356,13.11111111,1,0,S2,13.0
78199,WI,male,0.0,0,0.0,0,0.0,0,0,0.0,0,9.7,1,4610,C1,15.0
128496,TX,M,430.0,210,311.0,1,11608.0,1,78,256.0,264,8.666666667,2,0,T3,6.0
1292,FL,M,692.0,203,304.0,1,14602.0,6,3,266.0,249,7.6,1,5001,C2,15.0
114676,OK,,1062.0,486,584.0,4,17908.0,2,60,550.0,555,15.33333333,0,5201,T1,20.0
93065,IL,M,1375.0,353,475.0,0,16388.0,9,53,383.0,362,9.5625,1,0,U1,10.0
125181,TX,F,2469.0,346,835.0,61,47151.0,4,64,767.0,559,7.5,1,1201,S1,8.0
157204,CA,F,2400.0,451,569.0,70,17470.0,15,50,526.0,481,13.14285714,0,4204,U1,20.0
69445,MI,M,1472.0,532,634.0,18,20135.0,3,83,580.0,583,20.0,1,5701,T1,10.0
14370,FL,F,637.0,339,411.0,0,13370.0,1,56,394.0,380,4.5,2,4306,S2,5.0
10092,NV,M,1557.0,290,361.0,17,13837.0,5,6,311.0,342,9.428571429,1,3106,T2,10.0
58883,TX,F,1072.0,529,663.0,1,26712.0,0,42,647.0,579,7.833333333,0,0,R3,5.0
99136,IL,M,326.0,184,292.0,0,11372.0,0,79,256.0,242,11.4,1,1701,T2,12.0
187142,CA,M,1277.0,220,285.0,5,9182.0,31,36,245.0,274,18.05882353,1,1307,C3,24.0
53893,TN,M,593.0,367,446.0,0,14435.0,0,81,458.0,375,25.0,1,3201,T2,25.0
161980,CA,M,3197.0,296,380.0,95,13818.0,41,33,347.0,328,4.111111111,0,0,S1,4.0
23027,SC,M,685.0,435,441.0,0,14810.0,7,72,465.0,425,14.88888889,1,3108,S1,15.0
128963,TX,M,458.0,199,268.0,0,7438.0,28,53,238.0,250,7.778333333,1,2601,C3,10.0
7917,CA,M,5332.0,522,744.0,98,35022.0,35,27,546.0,677,4.814814815,1,6001,U1,3.0
190562,FL,F,695.0,283,377.0,2,13044.0,0,41,305.0,337,5.9375,0,1801,0,10.0
168234,CA,F,3514.0,531,833.0,96,38075.0,13,50,682.0,625,23.0,0,0,U1,23.0
41089,FL,F,883.0,374,466.0,1,19246.0,5,23,421.0,417,7.083333333,0,2112,C2,5.0
174803,OR,M,672.0,366,455.0,1,15505.0,0,53,383.0,422,7.894736842,1,4307,T1,10.0
162208,CA,M,5791.0,782,867.0,98,34593.0,10,46,835.0,814,9.846153846,1,2001,S1,10.0
113045,OK,,699.0,393,487.0,0,14925.0,2,61,477.0,430,16.66666667,0,0,T2,25.0
182105,WA,F,877.0,415,459.0,1,14758.0,3,59,430.0,446,11.28571429,2,3104,S2,10.0
19323,NC,M,740.0,279,398.0,1,12653.0,3,38,295.0,358,31.75,0,2401,R1,16.87
124683,TX,M,1074.0,481,590.0,10,18586.0,5,74,504.0,560,7.0,0,2401,T1,12.0
25641,GA,M,685.0,409,463.0,0,12546.0,1,71,422.0,436,9.4,1,2410,S2,10.0
165440,CA,F,1403.0,419,505.0,2,20395.0,16,53,430.0,480,9.4,28,6209,C2,20.0
124395,TX,M,838.0,337,496.0,4,18277.0,0,88,366.0,441,8.888888889,1,1907,T2,20.0
73504,MI,F,460.0,237,315.0,1,10728.0,1,82,279.0,281,13.85714286,0,3902,R2,20.0
188439,CA,F,1578.0,306,337.0,12,7046.0,50,33,304.0,342,9.118235294,0,0,0,14.0
187518,TX,F,944.0,438,532.0,2,17306.0,1,48,509.0,492,14.5,2,0,S1,16.0
24212,SC,M,2817.0,767,917.0,84,39319.0,0,53,863.0,866,6.25,1,4401,T2,6.0
21386,NC,female,498.0,243,326.0,1,11462.0,0,86,284.0,285,7.833333333,28,5701,T2,10.0
110291,LA,M,0.0,0,0.0,0,0.0,0,0,0.0,0,9.47125,1,0,C3,12.0
44828,MI,M,395.0,189,252.0,0,8510.0,1,86,242.0,215,6.857142857,1,2401,R3,6.0
45008,FL,F,651.0,271,325.0,0,11919.0,10,29,287.0,303,10.9,0,4605,U3,10.0
55484,MS,M,366.0,132,229.0,0,6873.0,1,85,182.0,196,12.75,0,0,R3,25.0
149429,CA,F,2280.0,353,467.0,69,16726.0,34,37,397.0,419,5.484848485,2,1212,U3,10.0
48455,AL,Male,387.0,203,281.0,0,9654.0,0,78,252.0,244,6.333333333,1002,0,R3,8.0
28621,GA,F,550.0,144,253.0,2,10249.0,6,63,211.0,206,14.0,0,1401,S1,25.0
131467,CO,F,660.0,183,251.0,1,11152.0,6,37,188.0,235,4.090909091,0,0,C2,2.0
160579,CA,F,3531.0,506,626.0,92,23233.0,10,51,554.0,581,9.540540541,2,0,T1,9.0
20533,NC,M,738.0,313,411.0,8,14070.0,2,61,350.0,372,15.75,0,4801,T1,25.0
29103,GA,F,718.0,206,295.0,5,11129.0,1,62,256.0,254,5.8125,0,2801,R2,11.0
122350,TX,M,469.0,223,270.0,0,8518.0,1,67,250.0,241,21.63636364,1,0,0,25.0
191547,NE,F,318.0,216,265.0,0,8799.0,4,25,250.0,240,21.85,28,1701,0,15.0
4544,CA,M,5132.0,655,826.0,96,38854.0,19,39,757.0,721,19.73684211,1,0,U1,20.0
140808,NV,F,1181.0,451,521.0,5,17987.0,9,18,466.0,494,17.83333333,28,0,S1,25.0
76625,IA,M,386.0,232,313.0,0,9987.0,1,84,276.0,274,5.0,0,1001,C3,6.0
57349,KY,F,685.0,288,379.0,0,15832.0,3,65,405.0,320,6.0,28,6601,C2,7.0
27366,GA,M,756.0,334,421.0,0,15669.0,0,82,334.0,426,6.380952381,2,1705,R2,16.0
100146,MO,M,464.0,256,322.0,0,10907.0,3,79,310.0,283,19.28571429,1,2308,S3,25.0
11991,LA,M,0.0,0,0.0,0,0.0,0,0,0.0,0,17.0,1,0,C3,25.0
27736,GA,F,1245.0,618,705.0,5,21467.0,1,38,634.0,687,7.285714286,0,5101,C1,8.0
114873,OK,U,553.0,176,275.0,2,10891.0,2,50,220.0,235,7.53125,0,0,R2,10.0
156997,CA,F,1869.0,358,359.0,31,15739.0,15,47,358.0,344,20.0,28,0,U2,25.0
80646,WI,male,360.0,198,269.0,0,8452.0,0,84,217.0,248,3.555555556,0,2410,R3,4.0
190837,WI,F,432.0,203,323.0,0,9769.0,1,85,300.0,226,8.125,28,901,C3,11.0
18322,NC,M,807.0,329,422.0,4,16724.0,4,66,374.0,390,7.375,1,2401,R1,10.0
118819,TX,F,786.0,421,453.0,0,12335.0,0,63,460.0,393,12.33333333,0,0,C1,20.0
14233,WY,male,307.0,184,341.0,0,10860.0,1,44,264.0,247,18.33333333,1,5301,C2,25.0
142163,NV,M,1270.0,447,472.0,5,15652.0,2,36,419.0,476,8.833333333,1,0,T2,12.0
149757,CA,F,4167.0,213,279.0,78,11264.0,0,64,376.0,224,13.0,0,0,U2,22.0
49650,AL,Male,472.0,166,302.0,2,8760.0,0,90,218.0,257,9.777777778,1,5201,R2,10.0
61191,IN,F,472.0,305,322.0,0,11371.0,4,64,308.0,306,6.578947368,0,1901,C3,10.0
23491,SC,M,824.0,348,400.0,0,14663.0,2,40,371.0,365,9.166666667,1,4001,S2,10.0
87127,MT,female,862.0,248,432.0,0,21284.0,5,49,359.0,357,10.0,0,2101,C2,10.0
263,SC,,2156.0,331,401.0,56,24742.0,0,11,319.0,419,11.625,2,2001,T1,10.0
137962,AZ,M,906.0,396,485.0,3,20138.0,10,21,417.0,443,9.666666667,1,3510,S1,10.0
21746,NC,female,481.0,162,247.0,0,10228.0,0,75,204.0,212,10.36363636,2,4801,R3,10.0
140632,NM,F,560.0,259,345.0,0,11660.0,4,19,333.0,295,14.2,28,2901,T2,20.0
20773,NC,M,475.0,136,245.0,1,8676.0,1,74,186.0,201,4.909090909,0,0,R2,5.0
81006,WI,F,567.0,149,223.0,2,7817.0,1,75,158.0,210,5.0,2,2307,R2,6.0
135060,AZ,Female,1654.0,439,652.0,40,23572.0,6,36,545.0,536,12.5,2,0,U1,20.0
86626,ND,M,799.0,325,506.0,2,17372.0,1,79,400.0,421,3.4,1,4901,C1,6.0
173039,CA,F,574.0,223,263.0,0,8735.0,5,70,243.0,241,23.11111111,0,0,R3,50.0
105660,KS,M,430.0,236,388.0,0,13227.0,1,75,333.0,314,9.0,1,0,R2,5.0
35935,FL,M,711.0,266,363.0,1,13120.0,13,12,351.0,305,10.66666667,1,1101,S2,21.0
31746,FL,M,576.0,326,339.0,0,11310.0,1,61,326.0,353,8.333333333,1,2802,T2,6.0
71491,MI,F,786.0,381,479.0,1,16368.0,3,70,443.0,422,17.5,0,0,C2,25.0
188666,FL,M,710.0,387,494.0,6,15917.0,2,44,446.0,442,14.77777778,1,0,S1,25.0
135016,AZ,Female,433.0,194,183.0,0,5088.0,29,50,183.0,196,7.5,0,5212,C3,14.0
175283,OR,F,1027.0,447,633.0,2,25039.0,5,46,584.0,520,42.08333333,0,4501,S1,50.0
69983,MI,M,475.0,239,319.0,0,10528.0,1,91,295.0,291,7.5625,1,1305,R2,11.0
42291,FL,M,568.0,221,328.0,2,14886.0,2,34,256.0,273,10.52631579,0,0,R2,15.0
160869,CA,M,1035.0,328,313.0,1,9472.0,7,55,339.0,298,4.15,1,1502,C2,4.0
28003,IL,F,1671.0,662,711.0,19,23530.0,12,64,664.0,700,9.2,0,0,C1,15.0
104732,KS,F,605.0,306,362.0,0,14037.0,3,34,335.0,343,6.285714286,0,1403,S2,10.0
126035,TX,U,262.0,163,260.0,0,7587.0,4,89,206.0,226,10.0625,0,1308,R3,21.0
29852,GA,M,593.0,301,361.0,0,11838.0,2,62,341.0,316,9.643571429,1,5712,T2,17.0
118091,TX,M,491.0,356,387.0,0,12961.0,2,77,384.0,357,16.125,1,4612,T2,20.0
8204,MI,F,301.0,205,256.0,0,8803.0,0,92,208.0,246,13.25,0,1503,R3,10.0
90947,IL,F,560.0,296,388.0,0,14237.0,6,76,384.0,340,15.0,28,5001,S3,25.0
144769,CA,U,5879.0,703,930.0,98,57390.0,16,42,976.0,794,5.8,1,0,S1,6.0
6912,NV,F,617.0,168,259.0,1,9154.0,8,40,202.0,239,12.91666667,2,2609,C2,15.0
2464,TX,M,481.0,195,307.0,1,11476.0,3,83,248.0,265,7.823529412,1,4104,0,7.0
71400,MI,M,602.0,336,391.0,0,12418.0,1,87,366.0,363,8.0,2,0,R2,15.0
250,IL,F,469.0,222,304.0,1,10469.0,2,77,241.0,257,10.875,3,1001,S2,15.0
99325,MO,M,1191.0,440,575.0,1,20176.0,3,58,536.0,515,10.0,1,1701,C1,10.0
120461,TX,F,547.0,309,377.0,0,11973.0,1,70,337.0,340,16.4,0,4401,R2,20.0
185760,GA,,659.0,250,432.0,0,14914.0,7,43,338.0,334,6.916666667,0,0,C2,10.0
133285,ID,F,466.0,205,265.0,0,10962.0,1,48,242.0,242,25.0,0,0,R2,30.0
60526,IN,M,347.0,213,275.0,0,7915.0,3,85,221.0,252,5.5,1,4510,C3,6.0
26858,GA,M,871.0,408,476.0,2,16480.0,6,37,426.0,452,11.33333333,2,4212,S2,15.0
61488,IN,M,682.0,367,448.0,0,14194.0,1,87,432.0,395,5.403846154,2,2101,R2,7.0
182156,WA,F,987.0,393,427.0,2,13350.0,3,52,408.0,420,22.0,0,3001,S2,27.0
133925,ID,M,605.0,213,303.0,3,10788.0,2,38,241.0,269,22.0,4,1906,R1,25.0
115431,OK,M,389.0,177,248.0,0,7982.0,0,71,218.0,211,4.8,0,2801,T2,5.0
72366,MI,M,448.0,291,359.0,0,11662.0,1,52,309.0,330,10.5,1,4701,R2,20.0
32527,FL,F,786.0,352,423.0,1,16104.0,5,26,371.0,384,3.444444444,28,3801,S2,3.0
175974,OR,M,542.0,199,262.0,0,9349.0,8,53,219.0,239,7.444444444,1,1701,C3,11.0
96008,IL,F,300.0,87,185.0,0,7586.0,2,84,163.0,134,4.838709677,0,0,T3,5.0
106610,NE,M,475.0,318,366.0,0,13159.0,0,75,360.0,324,10.5,1,2812,T2,15.0
80395,WI,F,902.0,477,517.0,0,15876.0,2,77,507.0,500,15.0,0,0,C1,50.0
86225,SD,M,499.0,247,331.0,0,12213.0,1,81,283.0,273,13.5,2,3611,R2,10.0
43595,MI,M,684.0,461,543.0,0,17874.0,1,79,523.0,503,5.75,1,0,T2,6.0
144812,CA,M,3608.0,336,526.0,96,19440.0,28,35,462.0,421,80.0,1,2801,S1,50.0
182480,WA,F,705.0,337,569.0,2,20987.0,4,49,416.0,449,30.71428571,0,0,C1,50.0
135265,AZ,feamale,815.0,264,472.0,0,18423.0,7,12,439.0,322,10.0,0,0,S2,14.0
84610,MN,F,780.0,477,507.0,0,16525.0,4,69,485.0,488,3.113636364,0,1111,C1,4.0
116533,TX,F,496.0,234,259.0,0,9429.0,11,74,218.0,260,7.619047619,0,0,T2,10.0
29501,GA,U,510.0,276,347.0,1,10325.0,0,76,338.0,305,17.42857143,2,2710,T2,21.0
102351,MO,F,787.0,208,356.0,0,11107.0,0,59,271.0,264,13.33333333,0,3301,U3,23.0
136935,OK,F,454.0,312,306.0,0,9808.0,3,63,311.0,302,9.0,0,0,T2,15.0
137833,AZ,M,762.0,375,437.0,0,14900.0,6,21,396.0,418,22.5,1,0,T2,25.0
162392,CA,M,3839.0,683,729.0,98,26731.0,19,46,669.0,706,11.85714286,1,2301,S1,20.0
186713,CA,F,813.0,297,424.0,0,22764.0,10,21,360.0,348,22.8125,0,3408,C2,15.0
12573,WA,F,1375.0,285,443.0,6,18247.0,7,41,510.0,330,63.03571429,0,803,0,102.0
112594,AR,M,704.0,222,461.0,2,18592.0,1,70,374.0,295,9.0,1,0,T2,15.0
145123,CA,F,5743.0,564,903.0,99,44839.0,9,47,812.0,708,4.1,2,1801,S1,5.0
58374,KY,F,483.0,169,269.0,0,9809.0,0,53,237.0,216,9.545454546,0,1712,T2,10.0
108316,LA,M,1903.0,213,379.0,45,20833.0,7,49,265.0,274,18.5,1,3909,U1,24.0
71312,MI,F,497.0,350,384.0,0,11696.0,1,92,364.0,357,3.08,2,3811,R2,3.0
142241,NV,F,2368.0,578,833.0,68,27653.0,7,40,827.0,723,13.2,3,3505,T1,30.0
7238,IA,F,374.0,234,283.0,0,10539.0,0,74,305.0,225,5.538461539,0,0,T2,12.0
132003,CO,F,508.0,240,427.0,0,14984.0,1,61,303.0,377,5.571428571,28,0,R2,8.0
172220,CA,M,676.0,156,203.0,0,4877.0,18,54,172.0,201,12.13333333,1,4011,C3,19.0
189916,MI,M,805.0,382,507.0,0,17020.0,6,78,506.0,421,21.16666667,0,1004,0,5.0
89358,IL,M,732.0,409,463.0,0,13763.0,12,63,416.0,450,11.66666667,1,3801,C2,20.0
82843,MN,F,737.0,302,445.0,0,14822.0,5,76,383.0,357,5.071428571,28,0,S2,5.0
56124,MS,M,600.0,254,294.0,0,9800.0,3,16,255.0,292,15.0,0,5106,0,20.0
75840,IA,M,686.0,356,492.0,0,19695.0,3,64,449.0,408,12.75,0,1501,C1,20.0
163220,CA,U,5829.0,585,977.0,99,52437.0,16,24,987.0,691,11.5,28,4701,U1,26.0
74615,MI,M,500.0,155,423.0,0,13674.0,9,59,385.0,263,7.0,0,1101,C2,9.0
45808,FL,F,877.0,332,432.0,3,16670.0,7,15,380.0,392,8.578947368,0,1809,S2,10.0
162593,CA,M,5954.0,1500,1263.0,99,68593.0,17,57,1500.0,1185,9.285714286,1,5010,S1,14.0
20237,NC,feamale,674.0,294,405.0,1,13120.0,2,65,381.0,347,6.266666667,2,5201,T2,13.0
54828,MS,feamale,338.0,158,227.0,0,6834.0,0,90,195.0,197,7.818181818,2,2606,R3,5.0
168589,OR,F,835.0,186,274.0,7,10045.0,2,32,244.0,240,11.875,0,0,U3,10.0
168275,CA,U,3373.0,643,729.0,96,29018.0,7,56,682.0,699,13.69230769,0,2001,U1,36.0
175438,OR,,925.0,129,441.0,8,18634.0,8,28,363.0,215,15.46428571,3,2001,U2,25.0
68427,MI,,483.0,341,430.0,0,14629.0,17,61,393.0,382,38.0,0,0,U2,25.0
89680,IL,F,1290.0,515,624.0,2,17626.0,8,74,559.0,575,10.0,2,4201,S1,15.0
132131,CO,F,613.0,129,244.0,0,8382.0,0,50,207.0,168,14.875,0,5901,R1,25.0
180175,WA,F,938.0,297,379.0,3,15721.0,5,52,319.0,344,14.07142857,0,2612,S2,20.0
85931,SD,U,246.0,256,297.0,0,9572.0,0,86,269.0,276,6.111111111,0,0,R2,6.0
147305,CA,M,2741.0,618,558.0,77,21986.0,4,50,609.0,586,12.4,1,5201,S1,15.0
122404,TX,F,546.0,201,319.0,1,10633.0,9,70,244.0,270,10.0,28,3401,T2,25.0
27670,GA,M,894.0,423,509.0,2,19549.0,9,35,481.0,452,11.5,0,0,S1,25.0
17791,NC,feamale,969.0,515,596.0,13,22008.0,7,51,562.0,544,25.0,3,3901,C1,25.0
113728,OK,M,493.0,244,337.0,0,12105.0,4,61,305.0,273,15.0,1,1901,C2,15.0
51846,TN,F,386.0,177,251.0,0,8524.0,0,83,231.0,220,15.0,0,5501,R3,25.0
51528,TN,F,472.0,257,337.0,0,13332.0,0,64,303.0,284,6.071428571,0,3701,C2,5.0
155642,CA,U,1034.0,176,295.0,2,10176.0,20,44,249.0,222,9.0,2,0,C2,12.0
99497,MO,M,834.0,383,413.0,0,12532.0,2,78,409.0,382,8.214285714,1,6201,T2,5.0
95240,IL,M,604.0,344,391.0,0,12452.0,5,63,385.0,339,10.71875,1,5209,T2,11.0
126639,TX,M,588.0,237,329.0,1,11033.0,4,71,272.0,292,7.4,0,709,R2,8.0
15965,NC,M,429.0,232,286.0,0,9832.0,1,75,259.0,253,3.6875,1,2701,T3,5.0
114321,OK,M,737.0,397,456.0,0,14451.0,1,56,420.0,420,15.0,1002,0,T2,25.0
132567,WY,F,985.0,413,478.0,3,16809.0,1,40,453.0,449,15.33333333,0,3401,R1,20.0
78312,WI,male,565.0,332,383.0,0,15523.0,3,72,406.0,370,10.55555556,1,3307,S2,15.0
188078,SC,M,1083.0,450,557.0,11,18815.0,3,38,502.0,506,11.125,0,0,T1,10.0
102398,MO,F,442.0,213,259.0,0,14114.0,1,53,210.0,274,5.166666667,0,2810,C2,12.0
45116,FL,M,1642.0,522,651.0,26,28264.0,5,9,551.0,611,4.913043478,0,1308,S1,5.0
155921,CA,M,1483.0,306,416.0,27,17874.0,4,50,333.0,382,14.07692308,2,2001,R1,25.0
77196,WI,F,940.0,428,495.0,0,16556.0,3,83,465.0,452,15.0,0,6501,T2,25.0
10893,CA,,2012.0,225,374.0,51,16165.0,10,36,316.0,294,15.66666667,0,0,R1,20.0
19621,NC,feamale,517.0,123,231.0,0,7025.0,1,81,180.0,194,12.0,0,2707,C3,21.0
149653,CA,F,1773.0,292,367.0,29,12551.0,41,37,306.0,346,15.0,0,4908,U2,10.0
159750,CA,M,946.0,382,524.0,15,18560.0,5,63,436.0,465,6.0,0,1801,C2,9.0
136269,AZ,feamale,1149.0,563,606.0,12,18764.0,3,27,566.0,598,8.555555556,0,3401,S1,15.0
108029,LA,M,729.0,407,483.0,3,13568.0,1,92,444.0,448,4.875,0,4909,S2,5.0
10719,WA,F,2375.0,327,377.0,67,16653.0,6,40,358.0,331,11.55555556,2,1401,0,19.0
156572,CA,M,3092.0,578,720.0,66,25768.0,13,47,644.0,641,17.33333333,0,0,S1,25.0
152737,CA,M,2312.0,456,589.0,63,21372.0,7,44,516.0,531,8.941176471,0,0,S1,7.0
94307,IL,F,1063.0,269,393.0,0,13817.0,36,55,322.0,304,9.173913044,0,2001,U2,15.0
129947,CO,F,552.0,194,315.0,1,,9,49,258.0,262,20.0,28,4401,C3,20.0
108919,LA,F,629.0,210,327.0,1,11405.0,2,62,277.0,279,9.5,28,0,C2,15.0
4055,TX,M,1247.0,555,718.0,8,28285.0,4,62,617.0,672,10.15384615,1,5101,C1,10.0
175907,OR,F,807.0,351,420.0,0,16532.0,7,51,388.0,377,9.529411765,2,1508,C2,15.0
13188,IN,F,679.0,236,328.0,1,6997.0,0,91,247.0,304,47.18181818,0,5001,R3,100.0
35181,FL,M,1395.0,471,642.0,28,28892.0,6,20,509.0,580,20.875,2,3208,S1,25.0
53127,TN,M,576.0,216,339.0,0,17149.0,0,78,319.0,295,17.625,2,0,T2,30.0
88056,IL,F,1355.0,496,670.0,13,27692.0,9,65,567.0,593,3.8,0,2901,S1,5.0
145944,CA,F,2679.0,445,572.0,78,20693.0,11,55,470.0,535,6.583333333,0,2703,S1,13.0
86640,ND,F,553.0,340,395.0,0,13167.0,1,76,399.0,355,6.862068966,0,0,R2,13.0
99673,MO,F,638.0,470,521.0,0,15490.0,2,84,483.0,488,9.5,0,5807,S2,22.0
96000,IL,M,359.0,88,329.0,0,10543.0,10,53,218.0,159,3.583333333,2,1401,C3,10.0
170256,CA,F,1246.0,264,362.0,13,11851.0,4,63,296.0,339,7.5,2,0,R1,10.0
20821,NC,M,631.0,286,373.0,1,13818.0,1,83,324.0,333,12.21428571,1,5201,T2,10.0
189715,CA,F,5708.0,504,854.0,97,36020.0,19,50,708.0,575,16.25,28,0,U1,25.0
183898,WA,J,429.0,266,343.0,1,12534.0,1,57,302.0,310,5.5,980,1008,R2,3.0
155157,CA,F,955.0,329,359.0,1,10736.0,7,63,332.0,346,12.33333333,2,0,U3,12.0
137134,AZ,M,810.0,320,393.0,0,18361.0,4,8,354.0,368,9.090909091,0,2512,C2,10.0
129602,CO,F,638.0,222,286.0,0,,13,22,307.0,230,7.214285714,2,2401,C2,13.0
182286,WA,male,699.0,262,299.0,0,12872.0,4,55,208.0,301,15.0,28,4001,C2,20.0
138804,AZ,feamale,1239.0,348,428.0,10,14561.0,4,34,365.0,399,9.444444444,0,0,R2,10.0
100569,MO,M,2241.0,584,904.0,61,29643.0,2,42,822.0,716,15.0,1,501,U1,15.0
9287,CA,M,1432.0,420,461.0,18,14210.0,4,50,423.0,453,7.2,0,3901,S2,8.0
104108,MO,F,609.0,263,355.0,0,13005.0,2,58,357.0,301,11.78947368,2,2712,C1,11.0
1357,MI,F,889.0,328,431.0,0,13456.0,6,84,368.0,391,10.66666667,0,5612,S2,15.0
10784,WA,male,791.0,565,571.0,0,20238.0,8,28,563.0,566,4.407407407,0,0,C1,10.0
140049,NM,F,629.0,170,243.0,2,7822.0,1,62,197.0,214,9.857142857,0,4501,R2,20.0
