,controln,state,gender,medianhv,ic1,ic4,hvp1,percapita,pobc1,pobc2,ic2,ic3,avggift,tcode,dob,domain,target_d
632,173872,HI,Female,2789.0,463,551.0,82,22012.0,8,54,488.0,524,15.0,28,0,S1,15.0
633,117726,TX,Female,385.0,185,348.0,1,11857.0,2,83,231.0,288,8.666666667,0,0,R3,10.0
634,18948,NC,Unknown,1136.0,505,579.0,6,19283.0,0,65,512.0,553,13.4,0,5601,S1,17.0
635,7330,IL,Female,623.0,255,285.0,3,11108.0,7,77,294.0,283,4.416666667,2,2007,T2,6.0
636,160576,California,Male,5470.0,661,778.0,98,35092.0,15,47,664.0,781,9.75,1002,4012,T1,15.0
637,72190,MI,Male,673.0,354,438.0,0,14995.0,4,79,394.0,406,5.739130435,2,1312,T1,13.0
638,13292,KY,Female,582.0,254,364.0,0,12981.0,0,75,359.0,297,6.357142857,0,0,T2,10.0
639,13551,California,Female,4392.0,516,549.0,98,21857.0,11,57,539.0,509,28.92307692,0,6201,0,10.0
640,170935,California,Female,1468.0,365,371.0,18,13469.0,4,68,363.0,361,10.66666667,0,0,R2,10.0
641,126888,TX,Male,764.0,320,406.0,1,11242.0,1,77,363.0,377,20.0,1,5601,T2,20.0
642,170215,California,Female,1274.0,405,439.0,9,12537.0,9,67,462.0,404,4.454545455,0,2001,T2,8.0
643,168574,California,Male,1749.0,234,327.0,21,14571.0,15,49,281.0,291,27.5,1,0,U3,100.0
644,90482,IL,Male,1509.0,545,680.0,19,23170.0,7,75,617.0,599,11.125,1,5003,C1,20.0
645,18896,NC,Male,816.0,357,458.0,5,17434.0,0,76,384.0,413,11.6,1002,3501,T2,20.0
646,161335,California,Female,905.0,223,263.0,3,8614.0,6,57,241.0,244,6.111111111,0,2601,R2,13.92
647,82141,MN,Female,1027.0,444,475.0,0,14926.0,1,69,451.0,475,8.5,2,3801,S2,10.0
648,187659,TN,Female,871.0,464,539.0,0,18279.0,3,47,501.0,503,9.0,0,0,T2,15.0
649,143523,California,Female,2833.0,207,278.0,77,15398.0,60,12,172.0,282,3.705882353,0,1901,U2,3.0
650,64442,IN,Male,428.0,240,324.0,0,10020.0,0,78,319.0,268,8.0,1,5201,R2,8.0
651,151902,California,Male,1088.0,278,380.0,19,15011.0,18,35,308.0,335,7.285714286,1,5001,C2,10.0
652,140027,NM,Female,1304.0,205,330.0,19,19336.0,4,24,222.0,288,17.09090909,0,0,T2,25.0
653,147636,California,Male,1859.0,420,461.0,34,12512.0,22,41,407.0,465,4.272727273,1,1601,S2,11.0
654,85010,MN,Male,595.0,339,386.0,0,11471.0,0,84,363.0,363,5.954545455,1,4406,T2,9.0
655,12454,IL,Male,3017.0,740,985.0,90,62084.0,12,70,962.0,867,9.0,1,0,S1,15.0
656,118166,TX,Female,396.0,195,287.0,1,9318.0,3,82,249.0,246,13.33333333,0,0,R2,10.0
657,64165,AZ,Female,594.0,155,228.0,0,7939.0,9,42,186.0,206,7.8,0,6401,T2,20.0
658,191663,OR,Male,538.0,121,222.0,0,9299.0,6,31,173.0,169,9.307692308,2,2708,S1,10.0
659,111021,AR,Female,332.0,170,269.0,0,8725.0,1,57,222.0,233,12.5,0,0,R3,10.0
660,169280,California,Female,1875.0,68,138.0,0,9127.0,0,6,138.0,96,8.333333333,0,7001,S2,10.0
661,138590,Arizona,Female,1094.0,463,543.0,5,16974.0,2,30,486.0,517,12.0,0,5307,S1,30.0
662,123386,TX,Male,386.0,213,327.0,0,10988.0,9,68,287.0,275,17.4,1,4201,R2,22.0
663,121759,TX,Male,1565.0,713,905.0,28,39534.0,1,40,741.0,838,12.4,1,5601,C1,20.0
664,73534,MI,Male,246.0,161,226.0,0,7228.0,0,76,174.0,205,5.1,1,3301,R3,6.0
665,168423,California,Female,3325.0,597,600.0,96,18694.0,29,37,603.0,611,20.0,0,0,U1,25.0
666,169605,California,Unknown,1185.0,338,445.0,3,14193.0,4,65,368.0,402,6.666666667,0,0,C3,7.0
667,157573,California,Unknown,2438.0,540,687.0,84,30429.0,7,39,672.0,588,40.75,0,0,S1,47.0
668,23706,SC,Male,728.0,172,252.0,7,8494.0,1,76,188.0,230,12.5,0,0,R2,15.0
669,21855,NC,Female,824.0,285,356.0,3,13339.0,2,59,305.0,333,20.0,0,0,R2,20.0
670,148511,California,Female,3231.0,339,627.0,92,22508.0,18,39,536.0,444,11.75,0,0,S1,20.0
671,3579,California,Male,3937.0,450,680.0,93,29888.0,12,40,581.0,578,15.33333333,9,6001,T1,18.0
672,542,WI,Male,535.0,192,374.0,2,11878.0,1,81,303.0,263,6.285714286,0,0,T2,10.0
673,92079,IL,Male,1008.0,450,540.0,1,19493.0,8,64,496.0,463,12.30769231,2,1503,S1,15.0
674,50967,TN,Female,848.0,466,527.0,0,21110.0,2,41,488.0,509,10.0,28,2401,S1,15.0
675,160997,California,Male,1158.0,369,386.0,3,11592.0,3,64,398.0,373,5.75,1,0,R2,10.0
676,121718,TX,Male,1139.0,303,633.0,0,19525.0,16,30,566.0,455,17.5,1,2101,C1,30.0
677,68807,TX,Female,3741.0,1376,1183.0,96,57103.0,8,25,1469.0,1157,9.0,28,0,S1,15.0
678,155045,TX,Male,468.0,254,337.0,1,11472.0,5,71,295.0,306,8.0,1,0,R3,10.0
679,146703,California,Unknown,675.0,172,405.0,2,17897.0,12,6,379.0,242,12.5,1,0,C3,15.0
680,81298,WI,Unknown,533.0,324,348.0,0,12238.0,0,87,336.0,337,9.689655172,1002,4612,C2,10.0
681,172301,California,Male,1486.0,361,528.0,14,17774.0,7,46,406.0,489,12.75,2,2301,U1,23.0
682,92241,IL,Male,1250.0,537,598.0,12,17954.0,5,78,576.0,572,7.619047619,0,3312,C1,20.0
683,116930,TX,Female,3760.0,705,862.0,91,47863.0,2,71,761.0,800,11.9,0,2207,U1,20.0
684,20338,NC,Male,1991.0,478,692.0,50,34641.0,5,25,538.0,615,8.636363636,0,2301,C1,12.5
685,177113,OR,Female,404.0,199,293.0,0,10342.0,1,56,258.0,250,10.0,2,0,R3,14.0
686,46687,AL,Female,413.0,72,246.0,0,7241.0,0,88,306.0,132,5.115384615,0,0,T2,10.0
687,171137,California,Male,2094.0,600,654.0,54,22914.0,3,66,606.0,639,11.46153846,1,2607,T1,14.0
688,2499,IN,Female,818.0,302,444.0,3,15112.0,1,69,397.0,345,5.642857143,0,0,T2,5.0
689,149644,California,Female,3206.0,313,465.0,91,18730.0,17,42,399.0,383,20.0,0,0,U1,20.0
690,18584,NC,Female,671.0,261,346.0,1,13238.0,0,80,325.0,307,10.6,0,2211,C2,12.0
691,186486,California,Female,5045.0,604,797.0,95,42488.0,11,41,663.0,703,5.5,0,0,U1,3.0
692,148544,California,Female,4286.0,811,947.0,95,33614.0,24,41,910.0,883,13.6,2,3908,S1,10.0
693,17217,NC,Male,621.0,300,351.0,0,10470.0,0,86,342.0,299,6.705882353,0,3001,R2,10.0
694,111833,AR,Female,377.0,173,261.0,0,8169.0,0,75,212.0,225,5.0,2,0,T3,5.0
695,158245,CA,Male,1993.0,442,520.0,49,16427.0,15,53,472.0,484,4.5,0,0,S3,5.0
696,179776,WA,Female,1493.0,248,293.0,11,16982.0,5,54,240.0,317,14.0,2,3102,S1,10.0
697,165102,CA,Male,2973.0,614,721.0,82,30483.0,6,51,674.0,656,25.0,1,2201,S1,25.0
698,95341,IL,Female,1028.0,208,263.0,0,10716.0,1,76,234.0,220,21.09090909,28,0,T2,10.0
699,166375,CA,Female,3373.0,546,752.0,93,32474.0,11,50,670.0,633,7.0,0,2901,S1,11.0
700,69577,MI,Male,973.0,506,571.0,7,17806.0,1,81,521.0,549,7.2,1,6001,R2,8.0
701,29785,GA,Female,505.0,185,276.0,0,9368.0,0,70,236.0,227,12.5,0,2501,C2,15.0
702,188279,MI,Male,524.0,259,353.0,0,12714.0,8,72,296.0,276,8.666666667,1,3501,S2,10.0
703,150970,CA,Female,1851.0,472,563.0,39,17217.0,31,52,531.0,530,20.0,2,4601,U2,20.0
704,77799,WI,Male,923.0,373,497.0,0,16271.0,3,80,481.0,402,6.818181818,0,3703,S1,10.0
705,90694,IL,Female,1401.0,420,508.0,9,17973.0,3,70,474.0,466,19.4,28,1501,U1,30.0
706,173508,HI,Male,3952.0,696,786.0,96,24913.0,8,73,715.0,774,15.0,1,0,S1,25.0
707,102775,ID,Female,1250.0,367,478.0,16,19095.0,3,34,430.0,404,16.45454546,0,0,R2,20.0
708,117255,TX,Female,740.0,388,569.0,7,22630.0,4,64,422.0,487,8.714285714,2,1701,U1,10.0
709,145392,CA,Unknown,3570.0,471,628.0,91,19152.0,32,45,561.0,561,8.272727273,2,3102,S1,15.0
710,185052,TX,Male,2442.0,641,931.0,75,38212.0,2,48,993.0,764,89.44444444,1,5001,U1,100.0
711,179423,WA,Female,1654.0,305,457.0,29,18438.0,10,40,343.0,377,20.0,0,1501,U1,20.0
712,6304,KS,Male,500.0,272,451.0,0,30968.0,0,35,438.0,381,12.05555556,1,1202,R2,20.0
713,3631,OR,Male,642.0,323,384.0,0,14420.0,3,58,355.0,356,13.11111111,1,0,S2,13.0
714,78199,WI,Male,0.0,0,0.0,0,0.0,0,0,0.0,0,9.7,1,4610,C1,15.0
715,128496,TX,Male,430.0,210,311.0,1,11608.0,1,78,256.0,264,8.666666667,2,0,T3,6.0
716,1292,FL,Male,692.0,203,304.0,1,14602.0,6,3,266.0,249,7.6,1,5001,C2,15.0
717,114676,OK,Unknown,1062.0,486,584.0,4,17908.0,2,60,550.0,555,15.33333333,0,5201,T1,20.0
718,93065,IL,Male,1375.0,353,475.0,0,16388.0,9,53,383.0,362,9.5625,1,0,U1,10.0
719,125181,TX,Female,2469.0,346,835.0,61,47151.0,4,64,767.0,559,7.5,1,1201,S1,8.0
720,157204,CA,Female,2400.0,451,569.0,70,17470.0,15,50,526.0,481,13.14285714,0,4204,U1,20.0
721,69445,MI,Male,1472.0,532,634.0,18,20135.0,3,83,580.0,583,20.0,1,5701,T1,10.0
722,14370,FL,Female,637.0,339,411.0,0,13370.0,1,56,394.0,380,4.5,2,4306,S2,5.0
723,10092,NV,Male,1557.0,290,361.0,17,13837.0,5,6,311.0,342,9.428571429,1,3106,T2,10.0
724,58883,TX,Female,1072.0,529,663.0,1,26712.0,0,42,647.0,579,7.833333333,0,0,R3,5.0
725,99136,IL,Male,326.0,184,292.0,0,11372.0,0,79,256.0,242,11.4,1,1701,T2,12.0
726,187142,CA,Male,1277.0,220,285.0,5,9182.0,31,36,245.0,274,18.05882353,1,1307,C3,24.0
727,53893,TN,Male,593.0,367,446.0,0,14435.0,0,81,458.0,375,25.0,1,3201,T2,25.0
728,161980,CA,Male,3197.0,296,380.0,95,13818.0,41,33,347.0,328,4.111111111,0,0,S1,4.0
729,23027,SC,Male,685.0,435,441.0,0,14810.0,7,72,465.0,425,14.88888889,1,3108,S1,15.0
730,128963,TX,Male,458.0,199,268.0,0,7438.0,28,53,238.0,250,7.778333333,1,2601,C3,10.0
731,7917,CA,Male,5332.0,522,744.0,98,35022.0,35,27,546.0,677,4.814814815,1,6001,U1,3.0
732,190562,FL,Female,695.0,283,377.0,2,13044.0,0,41,305.0,337,5.9375,0,1801,0,10.0
733,168234,CA,Female,3514.0,531,833.0,96,38075.0,13,50,682.0,625,23.0,0,0,U1,23.0
734,41089,FL,Female,883.0,374,466.0,1,19246.0,5,23,421.0,417,7.083333333,0,2112,C2,5.0
735,174803,OR,Male,672.0,366,455.0,1,15505.0,0,53,383.0,422,7.894736842,1,4307,T1,10.0
736,162208,CA,Male,5791.0,782,867.0,98,34593.0,10,46,835.0,814,9.846153846,1,2001,S1,10.0
737,113045,OK,Unknown,699.0,393,487.0,0,14925.0,2,61,477.0,430,16.66666667,0,0,T2,25.0
738,182105,WA,Female,877.0,415,459.0,1,14758.0,3,59,430.0,446,11.28571429,2,3104,S2,10.0
739,19323,NC,Male,740.0,279,398.0,1,12653.0,3,38,295.0,358,31.75,0,2401,R1,16.87
740,124683,TX,Male,1074.0,481,590.0,10,18586.0,5,74,504.0,560,7.0,0,2401,T1,12.0
741,25641,GA,Male,685.0,409,463.0,0,12546.0,1,71,422.0,436,9.4,1,2410,S2,10.0
742,165440,CA,Female,1403.0,419,505.0,2,20395.0,16,53,430.0,480,9.4,28,6209,C2,20.0
743,124395,TX,Male,838.0,337,496.0,4,18277.0,0,88,366.0,441,8.888888889,1,1907,T2,20.0
744,73504,MI,Female,460.0,237,315.0,1,10728.0,1,82,279.0,281,13.85714286,0,3902,R2,20.0
745,188439,CA,Female,1578.0,306,337.0,12,7046.0,50,33,304.0,342,9.118235294,0,0,0,14.0
746,187518,TX,Female,944.0,438,532.0,2,17306.0,1,48,509.0,492,14.5,2,0,S1,16.0
747,24212,SC,Male,2817.0,767,917.0,84,39319.0,0,53,863.0,866,6.25,1,4401,T2,6.0
748,21386,NC,Female,498.0,243,326.0,1,11462.0,0,86,284.0,285,7.833333333,28,5701,T2,10.0
749,110291,LA,Male,0.0,0,0.0,0,0.0,0,0,0.0,0,9.47125,1,0,C3,12.0
750,44828,MI,Male,395.0,189,252.0,0,8510.0,1,86,242.0,215,6.857142857,1,2401,R3,6.0
751,45008,FL,Female,651.0,271,325.0,0,11919.0,10,29,287.0,303,10.9,0,4605,U3,10.0
752,55484,MS,Male,366.0,132,229.0,0,6873.0,1,85,182.0,196,12.75,0,0,R3,25.0
753,149429,CA,Female,2280.0,353,467.0,69,16726.0,34,37,397.0,419,5.484848485,2,1212,U3,10.0
754,48455,AL,Male,387.0,203,281.0,0,9654.0,0,78,252.0,244,6.333333333,1002,0,R3,8.0
755,28621,GA,Female,550.0,144,253.0,2,10249.0,6,63,211.0,206,14.0,0,1401,S1,25.0
756,131467,CO,Female,660.0,183,251.0,1,11152.0,6,37,188.0,235,4.090909091,0,0,C2,2.0
757,160579,CA,Female,3531.0,506,626.0,92,23233.0,10,51,554.0,581,9.540540541,2,0,T1,9.0
758,20533,NC,Male,738.0,313,411.0,8,14070.0,2,61,350.0,372,15.75,0,4801,T1,25.0
759,29103,GA,Female,718.0,206,295.0,5,11129.0,1,62,256.0,254,5.8125,0,2801,R2,11.0
760,122350,TX,Male,469.0,223,270.0,0,8518.0,1,67,250.0,241,21.63636364,1,0,0,25.0
761,191547,NE,Female,318.0,216,265.0,0,8799.0,4,25,250.0,240,21.85,28,1701,0,15.0
762,4544,CA,Male,5132.0,655,826.0,96,38854.0,19,39,757.0,721,19.73684211,1,0,U1,20.0
763,140808,NV,Female,1181.0,451,521.0,5,17987.0,9,18,466.0,494,17.83333333,28,0,S1,25.0
764,76625,IA,Male,386.0,232,313.0,0,9987.0,1,84,276.0,274,5.0,0,1001,C3,6.0
765,57349,KY,Female,685.0,288,379.0,0,15832.0,3,65,405.0,320,6.0,28,6601,C2,7.0
766,27366,GA,Male,756.0,334,421.0,0,15669.0,0,82,334.0,426,6.380952381,2,1705,R2,16.0
767,100146,MO,Male,464.0,256,322.0,0,10907.0,3,79,310.0,283,19.28571429,1,2308,S3,25.0
768,11991,LA,Male,0.0,0,0.0,0,0.0,0,0,0.0,0,17.0,1,0,C3,25.0
769,27736,GA,Female,1245.0,618,705.0,5,21467.0,1,38,634.0,687,7.285714286,0,5101,C1,8.0
770,114873,OK,Unknown,553.0,176,275.0,2,10891.0,2,50,220.0,235,7.53125,0,0,R2,10.0
771,156997,CA,Female,1869.0,358,359.0,31,15739.0,15,47,358.0,344,20.0,28,0,U2,25.0
772,80646,WI,Male,360.0,198,269.0,0,8452.0,0,84,217.0,248,3.555555556,0,2410,R3,4.0
773,190837,WI,Female,432.0,203,323.0,0,9769.0,1,85,300.0,226,8.125,28,901,C3,11.0
774,18322,NC,Male,807.0,329,422.0,4,16724.0,4,66,374.0,390,7.375,1,2401,R1,10.0
775,118819,TX,Female,786.0,421,453.0,0,12335.0,0,63,460.0,393,12.33333333,0,0,C1,20.0
776,14233,WY,Male,307.0,184,341.0,0,10860.0,1,44,264.0,247,18.33333333,1,5301,C2,25.0
777,142163,NV,Male,1270.0,447,472.0,5,15652.0,2,36,419.0,476,8.833333333,1,0,T2,12.0
778,149757,CA,Female,4167.0,213,279.0,78,11264.0,0,64,376.0,224,13.0,0,0,U2,22.0
779,49650,AL,Male,472.0,166,302.0,2,8760.0,0,90,218.0,257,9.777777778,1,5201,R2,10.0
780,61191,IN,Female,472.0,305,322.0,0,11371.0,4,64,308.0,306,6.578947368,0,1901,C3,10.0
781,23491,SC,Male,824.0,348,400.0,0,14663.0,2,40,371.0,365,9.166666667,1,4001,S2,10.0
782,87127,MT,Female,862.0,248,432.0,0,21284.0,5,49,359.0,357,10.0,0,2101,C2,10.0
783,263,SC,Unknown,2156.0,331,401.0,56,24742.0,0,11,319.0,419,11.625,2,2001,T1,10.0
784,137962,AZ,Male,906.0,396,485.0,3,20138.0,10,21,417.0,443,9.666666667,1,3510,S1,10.0
785,21746,NC,Female,481.0,162,247.0,0,10228.0,0,75,204.0,212,10.36363636,2,4801,R3,10.0
786,140632,NM,Female,560.0,259,345.0,0,11660.0,4,19,333.0,295,14.2,28,2901,T2,20.0
787,20773,NC,Male,475.0,136,245.0,1,8676.0,1,74,186.0,201,4.909090909,0,0,R2,5.0
788,81006,WI,Female,567.0,149,223.0,2,7817.0,1,75,158.0,210,5.0,2,2307,R2,6.0
789,135060,AZ,Female,1654.0,439,652.0,40,23572.0,6,36,545.0,536,12.5,2,0,U1,20.0
790,86626,ND,Male,799.0,325,506.0,2,17372.0,1,79,400.0,421,3.4,1,4901,C1,6.0
791,173039,CA,Female,574.0,223,263.0,0,8735.0,5,70,243.0,241,23.11111111,0,0,R3,50.0
792,105660,KS,Male,430.0,236,388.0,0,13227.0,1,75,333.0,314,9.0,1,0,R2,5.0
793,35935,FL,Male,711.0,266,363.0,1,13120.0,13,12,351.0,305,10.66666667,1,1101,S2,21.0
794,31746,FL,Male,576.0,326,339.0,0,11310.0,1,61,326.0,353,8.333333333,1,2802,T2,6.0
795,71491,MI,Female,786.0,381,479.0,1,16368.0,3,70,443.0,422,17.5,0,0,C2,25.0
796,188666,FL,Male,710.0,387,494.0,6,15917.0,2,44,446.0,442,14.77777778,1,0,S1,25.0
797,135016,AZ,Female,433.0,194,183.0,0,5088.0,29,50,183.0,196,7.5,0,5212,C3,14.0
798,175283,OR,Female,1027.0,447,633.0,2,25039.0,5,46,584.0,520,42.08333333,0,4501,S1,50.0
799,69983,MI,Male,475.0,239,319.0,0,10528.0,1,91,295.0,291,7.5625,1,1305,R2,11.0
800,42291,FL,Male,568.0,221,328.0,2,14886.0,2,34,256.0,273,10.52631579,0,0,R2,15.0
801,160869,CA,Male,1035.0,328,313.0,1,9472.0,7,55,339.0,298,4.15,1,1502,C2,4.0
802,28003,IL,Female,1671.0,662,711.0,19,23530.0,12,64,664.0,700,9.2,0,0,C1,15.0
803,104732,KS,Female,605.0,306,362.0,0,14037.0,3,34,335.0,343,6.285714286,0,1403,S2,10.0
804,126035,TX,Unknown,262.0,163,260.0,0,7587.0,4,89,206.0,226,10.0625,0,1308,R3,21.0
805,29852,GA,Male,593.0,301,361.0,0,11838.0,2,62,341.0,316,9.643571429,1,5712,T2,17.0
806,118091,TX,Male,491.0,356,387.0,0,12961.0,2,77,384.0,357,16.125,1,4612,T2,20.0
807,8204,MI,Female,301.0,205,256.0,0,8803.0,0,92,208.0,246,13.25,0,1503,R3,10.0
808,90947,IL,Female,560.0,296,388.0,0,14237.0,6,76,384.0,340,15.0,28,5001,S3,25.0
809,144769,CA,Unknown,5879.0,703,930.0,98,57390.0,16,42,976.0,794,5.8,1,0,S1,6.0
810,6912,NV,Female,617.0,168,259.0,1,9154.0,8,40,202.0,239,12.91666667,2,2609,C2,15.0
811,2464,TX,Male,481.0,195,307.0,1,11476.0,3,83,248.0,265,7.823529412,1,4104,0,7.0
812,71400,MI,Male,602.0,336,391.0,0,12418.0,1,87,366.0,363,8.0,2,0,R2,15.0
813,250,IL,Female,469.0,222,304.0,1,10469.0,2,77,241.0,257,10.875,3,1001,S2,15.0
814,99325,MO,Male,1191.0,440,575.0,1,20176.0,3,58,536.0,515,10.0,1,1701,C1,10.0
815,120461,TX,Female,547.0,309,377.0,0,11973.0,1,70,337.0,340,16.4,0,4401,R2,20.0
816,185760,GA,Unknown,659.0,250,432.0,0,14914.0,7,43,338.0,334,6.916666667,0,0,C2,10.0
817,133285,ID,Female,466.0,205,265.0,0,10962.0,1,48,242.0,242,25.0,0,0,R2,30.0
818,60526,IN,Male,347.0,213,275.0,0,7915.0,3,85,221.0,252,5.5,1,4510,C3,6.0
819,26858,GA,Male,871.0,408,476.0,2,16480.0,6,37,426.0,452,11.33333333,2,4212,S2,15.0
820,61488,IN,Male,682.0,367,448.0,0,14194.0,1,87,432.0,395,5.403846154,2,2101,R2,7.0
821,182156,WA,Female,987.0,393,427.0,2,13350.0,3,52,408.0,420,22.0,0,3001,S2,27.0
822,133925,ID,Male,605.0,213,303.0,3,10788.0,2,38,241.0,269,22.0,4,1906,R1,25.0
823,115431,OK,Male,389.0,177,248.0,0,7982.0,0,71,218.0,211,4.8,0,2801,T2,5.0
824,72366,MI,Male,448.0,291,359.0,0,11662.0,1,52,309.0,330,10.5,1,4701,R2,20.0
825,32527,FL,Female,786.0,352,423.0,1,16104.0,5,26,371.0,384,3.444444444,28,3801,S2,3.0
826,175974,OR,Male,542.0,199,262.0,0,9349.0,8,53,219.0,239,7.444444444,1,1701,C3,11.0
827,96008,IL,Female,300.0,87,185.0,0,7586.0,2,84,163.0,134,4.838709677,0,0,T3,5.0
828,106610,NE,Male,475.0,318,366.0,0,13159.0,0,75,360.0,324,10.5,1,2812,T2,15.0
829,80395,WI,Female,902.0,477,517.0,0,15876.0,2,77,507.0,500,15.0,0,0,C1,50.0
830,86225,SD,Male,499.0,247,331.0,0,12213.0,1,81,283.0,273,13.5,2,3611,R2,10.0
831,43595,MI,Male,684.0,461,543.0,0,17874.0,1,79,523.0,503,5.75,1,0,T2,6.0
832,144812,CA,Male,3608.0,336,526.0,96,19440.0,28,35,462.0,421,80.0,1,2801,S1,50.0
833,182480,WA,Female,705.0,337,569.0,2,20987.0,4,49,416.0,449,30.71428571,0,0,C1,50.0
834,135265,AZ,Female,815.0,264,472.0,0,18423.0,7,12,439.0,322,10.0,0,0,S2,14.0
835,84610,MN,Female,780.0,477,507.0,0,16525.0,4,69,485.0,488,3.113636364,0,1111,C1,4.0
836,116533,TX,Female,496.0,234,259.0,0,9429.0,11,74,218.0,260,7.619047619,0,0,T2,10.0
837,29501,GA,Unknown,510.0,276,347.0,1,10325.0,0,76,338.0,305,17.42857143,2,2710,T2,21.0
838,102351,MO,Female,787.0,208,356.0,0,11107.0,0,59,271.0,264,13.33333333,0,3301,U3,23.0
839,136935,OK,Female,454.0,312,306.0,0,9808.0,3,63,311.0,302,9.0,0,0,T2,15.0
840,137833,AZ,Male,762.0,375,437.0,0,14900.0,6,21,396.0,418,22.5,1,0,T2,25.0
841,162392,CA,Male,3839.0,683,729.0,98,26731.0,19,46,669.0,706,11.85714286,1,2301,S1,20.0
842,186713,CA,Female,813.0,297,424.0,0,22764.0,10,21,360.0,348,22.8125,0,3408,C2,15.0
843,12573,WA,Female,1375.0,285,443.0,6,18247.0,7,41,510.0,330,63.03571429,0,803,0,102.0
844,112594,AR,Male,704.0,222,461.0,2,18592.0,1,70,374.0,295,9.0,1,0,T2,15.0
845,145123,CA,Female,5743.0,564,903.0,99,44839.0,9,47,812.0,708,4.1,2,1801,S1,5.0
846,58374,KY,Female,483.0,169,269.0,0,9809.0,0,53,237.0,216,9.545454546,0,1712,T2,10.0
847,108316,LA,Male,1903.0,213,379.0,45,20833.0,7,49,265.0,274,18.5,1,3909,U1,24.0
848,71312,MI,Female,497.0,350,384.0,0,11696.0,1,92,364.0,357,3.08,2,3811,R2,3.0
849,142241,NV,Female,2368.0,578,833.0,68,27653.0,7,40,827.0,723,13.2,3,3505,T1,30.0
850,7238,IA,Female,374.0,234,283.0,0,10539.0,0,74,305.0,225,5.538461539,0,0,T2,12.0
851,132003,CO,Female,508.0,240,427.0,0,14984.0,1,61,303.0,377,5.571428571,28,0,R2,8.0
852,172220,CA,Male,676.0,156,203.0,0,4877.0,18,54,172.0,201,12.13333333,1,4011,C3,19.0
853,189916,MI,Male,805.0,382,507.0,0,17020.0,6,78,506.0,421,21.16666667,0,1004,0,5.0
854,89358,IL,Male,732.0,409,463.0,0,13763.0,12,63,416.0,450,11.66666667,1,3801,C2,20.0
855,82843,MN,Female,737.0,302,445.0,0,14822.0,5,76,383.0,357,5.071428571,28,0,S2,5.0
856,56124,MS,Male,600.0,254,294.0,0,9800.0,3,16,255.0,292,15.0,0,5106,0,20.0
857,75840,IA,Male,686.0,356,492.0,0,19695.0,3,64,449.0,408,12.75,0,1501,C1,20.0
858,163220,CA,Unknown,5829.0,585,977.0,99,52437.0,16,24,987.0,691,11.5,28,4701,U1,26.0
859,74615,MI,Male,500.0,155,423.0,0,13674.0,9,59,385.0,263,7.0,0,1101,C2,9.0
860,45808,FL,Female,877.0,332,432.0,3,16670.0,7,15,380.0,392,8.578947368,0,1809,S2,10.0
861,162593,CA,Male,5954.0,1500,1263.0,99,68593.0,17,57,1500.0,1185,9.285714286,1,5010,S1,14.0
862,20237,NC,Female,674.0,294,405.0,1,13120.0,2,65,381.0,347,6.266666667,2,5201,T2,13.0
863,54828,MS,Female,338.0,158,227.0,0,6834.0,0,90,195.0,197,7.818181818,2,2606,R3,5.0
864,168589,OR,Female,835.0,186,274.0,7,10045.0,2,32,244.0,240,11.875,0,0,U3,10.0
865,168275,CA,Unknown,3373.0,643,729.0,96,29018.0,7,56,682.0,699,13.69230769,0,2001,U1,36.0
866,175438,OR,Unknown,925.0,129,441.0,8,18634.0,8,28,363.0,215,15.46428571,3,2001,U2,25.0
867,68427,MI,Unknown,483.0,341,430.0,0,14629.0,17,61,393.0,382,38.0,0,0,U2,25.0
868,89680,IL,Female,1290.0,515,624.0,2,17626.0,8,74,559.0,575,10.0,2,4201,S1,15.0
869,132131,CO,Female,613.0,129,244.0,0,8382.0,0,50,207.0,168,14.875,0,5901,R1,25.0
870,180175,WA,Female,938.0,297,379.0,3,15721.0,5,52,319.0,344,14.07142857,0,2612,S2,20.0
871,85931,SD,Unknown,246.0,256,297.0,0,9572.0,0,86,269.0,276,6.111111111,0,0,R2,6.0
872,147305,CA,Male,2741.0,618,558.0,77,21986.0,4,50,609.0,586,12.4,1,5201,S1,15.0
873,122404,TX,Female,546.0,201,319.0,1,10633.0,9,70,244.0,270,10.0,28,3401,T2,25.0
874,27670,GA,Male,894.0,423,509.0,2,19549.0,9,35,481.0,452,11.5,0,0,S1,25.0
875,17791,NC,Female,969.0,515,596.0,13,22008.0,7,51,562.0,544,25.0,3,3901,C1,25.0
876,113728,OK,Male,493.0,244,337.0,0,12105.0,4,61,305.0,273,15.0,1,1901,C2,15.0
877,51846,TN,Female,386.0,177,251.0,0,8524.0,0,83,231.0,220,15.0,0,5501,R3,25.0
878,51528,TN,Female,472.0,257,337.0,0,13332.0,0,64,303.0,284,6.071428571,0,3701,C2,5.0
879,155642,CA,Unknown,1034.0,176,295.0,2,10176.0,20,44,249.0,222,9.0,2,0,C2,12.0
880,99497,MO,Male,834.0,383,413.0,0,12532.0,2,78,409.0,382,8.214285714,1,6201,T2,5.0
881,95240,IL,Male,604.0,344,391.0,0,12452.0,5,63,385.0,339,10.71875,1,5209,T2,11.0
882,126639,TX,Male,588.0,237,329.0,1,11033.0,4,71,272.0,292,7.4,0,709,R2,8.0
883,15965,NC,Male,429.0,232,286.0,0,9832.0,1,75,259.0,253,3.6875,1,2701,T3,5.0
884,114321,OK,Male,737.0,397,456.0,0,14451.0,1,56,420.0,420,15.0,1002,0,T2,25.0
